STRING	STRING
Config_arenaNPCData_2_1438	汤姆.杰克逊
Config_arenaNPCData_2_1439	肖恩.李
Config_arenaNPCData_2_1440	安迪.罗斯福
Config_arenaNPCData_2_1441	布兰顿.马丁
Config_arenaNPCData_2_1442	科林.伯克
Config_arenaNPCData_2_1443	卢瑟.安东尼
Config_arenaNPCData_2_1444	理查德.艾佛森
Config_arenaNPCData_2_1445	保罗.格兰特
Config_arenaNPCData_2_1446	雷纳德.霍华德
Config_arenaNPCData_2_1447	史蒂夫.马歇尔
Config_arenaNPCData_2_1448	霍勒斯.华莱士
Config_arenaNPCData_2_1449	德怀特.谢尔曼
Config_arenaNPCData_2_1450	威尔特.哈迪
Config_arenaNPCData_2_1451	内维尔.罗兹
Config_arenaNPCData_2_1452	温斯顿.詹姆斯
Config_arenaNPCData_2_1453	约瑟夫.希佩尔
Config_arenaNPCData_2_1454	伯纳德.巴顿
Config_arenaNPCData_2_1455	西奥多.纳尔逊
Config_arenaNPCData_2_1456	贾斯汀.蒙巴顿
Config_arenaNPCData_2_1457	迈克尔.维克托
Config_arenaNPCData_2_1458	麦克.席尔瓦
Config_arenaNPCData_2_1459	本杰明.劳伦
Config_arenaNPCData_2_1460	埃尔文.塞纳
Config_arenaNPCData_2_1461	埃里希.奥顿
Config_arenaNPCData_2_1462	奥拓.兰伯特
Config_arenaNPCData_2_1463	席德.保尔
Config_arenaNPCData_2_1464	马克.加索尔
Config_arenaNPCData_2_1465	马利.纽哈特
Config_arenaNPCData_2_1466	辛普森.刘易斯
Config_arenaNPCData_2_1467	费迪南.欧文
Config_arenaNPCData_2_1468	雷蒙德.托尼
Config_arenaNPCData_2_1469	尼尔.托马斯
Config_arenaNPCData_2_1470	巴兹.汉克斯
Config_arenaNPCData_2_1471	约翰.康纳利
Config_arenaNPCData_2_1472	兰迪.罗伊
Config_arenaNPCData_2_1473	弗兰茨.罗杰
Config_arenaNPCData_2_1474	霍雷肖.洛克
Config_arenaNPCData_2_1475	路易斯.罗宾
Config_arenaNPCData_2_1476	昆丁.杰西卡
Config_arenaNPCData_2_1477	威廉.麦克
Config_arenaNPCData_2_1478	圣.鲍威尔
Config_arenaNPCData_2_1479	赫尔曼.劳伦特
Config_arenaNPCData_2_1480	乔治.劳伦斯
Config_arenaNPCData_2_1481	亨利.兰斯
Config_arenaNPCData_2_1482	亚当.杰瑞
Config_arenaNPCData_2_1483	亚伦.詹森
Config_arenaNPCData_2_1484	鲍伯.杰克
Config_arenaNPCData_2_1485	卡尔.杰瑞
Config_arenaNPCData_2_1486	凯里.凯斯
Config_arenaNPCData_2_1487	卢卡.福特
Config_arenaNPCData_2_1488	泰勒.杰克逊
Config_arenaNPCData_2_1489	汤姆.李
Config_arenaNPCData_2_1490	肖恩.罗斯福
Config_arenaNPCData_2_1491	安迪.马丁
Config_arenaNPCData_2_1492	布兰顿.伯克
Config_arenaNPCData_2_1493	科林.安东尼
Config_arenaNPCData_2_1494	卢瑟.艾佛森
Config_arenaNPCData_2_1495	理查德.格兰特
Config_arenaNPCData_2_1496	保罗.霍华德
Config_arenaNPCData_2_1497	雷纳德.马歇尔
Config_arenaNPCData_2_1498	史蒂夫.华莱士
Config_arenaNPCData_2_1499	霍勒斯.谢尔曼
Config_arenaNPCData_2_1500	德怀特.哈迪
Config_arenaNPCData_2_1501	威尔特.罗兹
Config_arenaNPCData_2_1502	内维尔.詹姆斯
Config_arenaNPCData_2_1503	温斯顿.希佩尔
Config_arenaNPCData_2_1504	约瑟夫.巴顿
Config_arenaNPCData_2_1505	伯纳德.纳尔逊
Config_arenaNPCData_2_1506	西奥多.蒙巴顿
Config_arenaNPCData_2_1507	贾斯汀.维克托
Config_arenaNPCData_2_1508	迈克尔.席尔瓦
Config_arenaNPCData_2_1509	麦克.劳伦
Config_arenaNPCData_2_1510	本杰明.塞纳
Config_arenaNPCData_2_1511	埃尔文.奥顿
Config_arenaNPCData_2_1512	埃里希.兰伯特
Config_arenaNPCData_2_1513	奥拓.保尔
Config_arenaNPCData_2_1514	席德.加索尔
Config_arenaNPCData_2_1515	马克.纽哈特
Config_arenaNPCData_2_1516	马利.刘易斯
Config_arenaNPCData_2_1517	辛普森.欧文
Config_arenaNPCData_2_1518	费迪南.托尼
Config_arenaNPCData_2_1519	雷蒙德.托马斯
Config_arenaNPCData_2_1520	尼尔.汉克斯
Config_arenaNPCData_2_1521	巴兹.康纳利
Config_arenaNPCData_2_1522	约翰.罗伊
Config_arenaNPCData_2_1523	兰迪.罗杰
Config_arenaNPCData_2_1524	弗兰茨.洛克
Config_arenaNPCData_2_1525	霍雷肖.罗宾
Config_arenaNPCData_2_1526	路易斯.约翰逊
Config_arenaNPCData_2_1527	昆丁.麦克
Config_arenaNPCData_2_1528	威廉.鲍威尔
Config_arenaNPCData_2_1529	圣.劳伦特
Config_arenaNPCData_2_1530	赫尔曼.劳伦斯
Config_arenaNPCData_2_1531	乔治.兰斯
Config_arenaNPCData_2_1532	亨利.杰瑞
Config_arenaNPCData_2_1533	亚当.詹森
Config_arenaNPCData_2_1534	亚伦.杰克
Config_arenaNPCData_2_1535	鲍伯.杰瑞
Config_arenaNPCData_2_1536	卡尔.凯斯
Config_arenaNPCData_2_1537	凯里.福特
Config_arenaNPCData_2_1538	卢卡.杰克逊
Config_arenaNPCData_2_1539	泰勒.李
Config_arenaNPCData_2_1540	汤姆.罗斯福
Config_arenaNPCData_2_1541	肖恩.马丁
Config_arenaNPCData_2_1542	安迪.伯克
Config_arenaNPCData_2_1543	布兰顿.安东尼
Config_arenaNPCData_2_1544	科林.艾佛森
Config_arenaNPCData_2_1545	卢瑟.格兰特
Config_arenaNPCData_2_1546	理查德.霍华德
Config_arenaNPCData_2_1547	保罗.马歇尔
Config_arenaNPCData_2_1548	雷纳德.华莱士
Config_arenaNPCData_2_1549	史蒂夫.谢尔曼
Config_arenaNPCData_2_1550	霍勒斯.哈迪
Config_arenaNPCData_2_1551	德怀特.罗兹
Config_arenaNPCData_2_1552	威尔特.詹姆斯
Config_arenaNPCData_2_1553	内维尔.希佩尔
Config_arenaNPCData_2_1554	温斯顿.巴顿
Config_arenaNPCData_2_1555	约瑟夫.纳尔逊
Config_arenaNPCData_2_1556	伯纳德.蒙巴顿
Config_arenaNPCData_2_1557	西奥多.维克托
Config_arenaNPCData_2_1558	贾斯汀.席尔瓦
Config_arenaNPCData_2_1559	迈克尔.劳伦
Config_arenaNPCData_2_1560	麦克.塞纳
Config_arenaNPCData_2_1561	本杰明.奥顿
Config_arenaNPCData_2_1562	埃尔文.兰伯特
Config_arenaNPCData_2_1563	埃里希.保尔
Config_arenaNPCData_2_1564	奥拓.加索尔
Config_arenaNPCData_2_1565	席德.纽哈特
Config_arenaNPCData_2_1566	马克.刘易斯
Config_arenaNPCData_2_1567	马利.欧文
Config_arenaNPCData_2_1568	辛普森.托尼
Config_arenaNPCData_2_1569	费迪南.托马斯
Config_arenaNPCData_2_1570	雷蒙德.汉克斯
Config_arenaNPCData_2_1571	尼尔.康纳利
Config_arenaNPCData_2_1572	巴兹.罗伊
Config_arenaNPCData_2_1573	约翰.罗杰
Config_arenaNPCData_2_1574	兰迪.洛克
Config_arenaNPCData_2_1575	弗兰茨.罗宾
Config_arenaNPCData_2_1576	霍雷肖.约翰逊
Config_arenaNPCData_2_1577	路易斯.杰西卡
Config_arenaNPCData_2_1578	昆丁.鲍威尔
Config_arenaNPCData_2_1579	威廉.劳伦特
Config_arenaNPCData_2_1580	圣.劳伦斯
Config_arenaNPCData_2_1581	赫尔曼.兰斯
Config_arenaNPCData_2_1582	乔治.杰瑞
Config_arenaNPCData_2_1583	亨利.詹森
Config_arenaNPCData_2_1584	亚当.杰克
Config_arenaNPCData_2_1585	亚伦.杰瑞
Config_arenaNPCData_2_1586	鲍伯.凯斯
Config_arenaNPCData_2_1587	卡尔.福特
Config_arenaNPCData_2_1588	凯里.杰克逊
Config_arenaNPCData_2_1589	卢卡.李
Config_arenaNPCData_2_1590	泰勒.罗斯福
Config_arenaNPCData_2_1591	汤姆.马丁
Config_arenaNPCData_2_1592	肖恩.伯克
Config_arenaNPCData_2_1593	安迪.安东尼
Config_arenaNPCData_2_1594	布兰顿.艾佛森
Config_arenaNPCData_2_1595	科林.格兰特
Config_arenaNPCData_2_1596	卢瑟.霍华德
Config_arenaNPCData_2_1597	理查德.马歇尔
Config_arenaNPCData_2_1598	保罗.华莱士
Config_arenaNPCData_2_1599	雷纳德.谢尔曼
Config_arenaNPCData_2_1600	史蒂夫.哈迪
Config_arenaNPCData_2_1601	霍勒斯.罗兹
Config_arenaNPCData_2_1602	德怀特.詹姆斯
Config_arenaNPCData_2_1603	威尔特.希佩尔
Config_arenaNPCData_2_1604	内维尔.巴顿
Config_arenaNPCData_2_1605	温斯顿.纳尔逊
Config_arenaNPCData_2_1606	约瑟夫.蒙巴顿
Config_arenaNPCData_2_1607	伯纳德.维克托
Config_arenaNPCData_2_1608	西奥多.席尔瓦
Config_arenaNPCData_2_1609	贾斯汀.劳伦
Config_arenaNPCData_2_1610	迈克尔.塞纳
Config_arenaNPCData_2_1611	麦克.奥顿
Config_arenaNPCData_2_1612	本杰明.兰伯特
Config_arenaNPCData_2_1613	埃尔文.保尔
Config_arenaNPCData_2_1614	埃里希.加索尔
Config_arenaNPCData_2_1615	奥拓.纽哈特
Config_arenaNPCData_2_1616	席德.刘易斯
Config_arenaNPCData_2_1617	马克.欧文
Config_arenaNPCData_2_1618	马利.托尼
Config_arenaNPCData_2_1619	辛普森.托马斯
Config_arenaNPCData_2_1620	费迪南.汉克斯
Config_arenaNPCData_2_1621	雷蒙德.康纳利
Config_arenaNPCData_2_1622	尼尔.罗伊
Config_arenaNPCData_2_1623	巴兹.罗杰
Config_arenaNPCData_2_1624	约翰.洛克
Config_arenaNPCData_2_1625	兰迪.罗宾
Config_arenaNPCData_2_1626	弗兰茨.约翰逊
Config_arenaNPCData_2_1627	霍雷肖.杰西卡
Config_arenaNPCData_2_1628	路易斯.麦克
Config_arenaNPCData_2_1629	昆丁.劳伦特
Config_arenaNPCData_2_1630	威廉.劳伦斯
Config_arenaNPCData_2_1631	圣.兰斯
Config_arenaNPCData_2_1632	赫尔曼.杰瑞
Config_arenaNPCData_2_1633	乔治.詹森
Config_arenaNPCData_2_1634	亨利.杰克
Config_arenaNPCData_2_1635	亚当.杰瑞
Config_arenaNPCData_2_1636	亚伦.凯斯
Config_arenaNPCData_2_1637	鲍伯.福特
Config_arenaNPCData_2_1638	卡尔.杰克逊
Config_arenaNPCData_2_1639	凯里.李
Config_arenaNPCData_2_1640	卢卡.罗斯福
Config_arenaNPCData_2_1641	泰勒.马丁
Config_arenaNPCData_2_1642	汤姆.伯克
Config_arenaNPCData_2_1643	肖恩.安东尼
Config_arenaNPCData_2_1644	安迪.艾佛森
Config_arenaNPCData_2_1645	布兰顿.格兰特
Config_arenaNPCData_2_1646	科林.霍华德
Config_arenaNPCData_2_1647	卢瑟.马歇尔
Config_arenaNPCData_2_1648	理查德.华莱士
Config_arenaNPCData_2_1649	保罗.谢尔曼
Config_arenaNPCData_2_1650	雷纳德.哈迪
Config_arenaNPCData_2_1651	史蒂夫.罗兹
Config_arenaNPCData_2_1652	霍勒斯.詹姆斯
Config_arenaNPCData_2_1653	德怀特.希佩尔
Config_arenaNPCData_2_1654	威尔特.巴顿
Config_arenaNPCData_2_1655	内维尔.纳尔逊
Config_arenaNPCData_2_1656	温斯顿.蒙巴顿
Config_arenaNPCData_2_1657	约瑟夫.维克托
Config_arenaNPCData_2_1658	伯纳德.席尔瓦
Config_arenaNPCData_2_1659	西奥多.劳伦
Config_arenaNPCData_2_1660	贾斯汀.塞纳
Config_arenaNPCData_2_1661	迈克尔.奥顿
Config_arenaNPCData_2_1662	麦克.兰伯特
Config_arenaNPCData_2_1663	本杰明.保尔
Config_arenaNPCData_2_1664	埃尔文.加索尔
Config_arenaNPCData_2_1665	埃里希.纽哈特
Config_arenaNPCData_2_1666	奥拓.刘易斯
Config_arenaNPCData_2_1667	席德.欧文
Config_arenaNPCData_2_1668	马克.托尼
Config_arenaNPCData_2_1669	马利.托马斯
Config_arenaNPCData_2_1670	辛普森.汉克斯
Config_arenaNPCData_2_1671	费迪南.康纳利
Config_arenaNPCData_2_1672	雷蒙德.罗伊
Config_arenaNPCData_2_1673	尼尔.罗杰
Config_arenaNPCData_2_1674	巴兹.洛克
Config_arenaNPCData_2_1675	约翰.罗宾
Config_arenaNPCData_2_1676	兰迪.约翰逊
Config_arenaNPCData_2_1677	弗兰茨.杰西卡
Config_arenaNPCData_2_1678	霍雷肖.麦克
Config_arenaNPCData_2_1679	路易斯.鲍威尔
Config_arenaNPCData_2_1680	昆丁.劳伦斯
Config_arenaNPCData_2_1681	威廉.兰斯
Config_arenaNPCData_2_1682	圣.杰瑞
Config_arenaNPCData_2_1683	赫尔曼.詹森
Config_arenaNPCData_2_1684	乔治.杰克
Config_arenaNPCData_2_1685	亨利.杰瑞
Config_arenaNPCData_2_1686	亚当.凯斯
Config_arenaNPCData_2_1687	亚伦.福特
Config_arenaNPCData_2_1688	鲍伯.杰克逊
Config_arenaNPCData_2_1689	卡尔.李
Config_arenaNPCData_2_1690	凯里.罗斯福
Config_arenaNPCData_2_1691	卢卡.马丁
Config_arenaNPCData_2_1692	泰勒.伯克
Config_arenaNPCData_2_1693	汤姆.安东尼
Config_arenaNPCData_2_1694	肖恩.艾佛森
Config_arenaNPCData_2_1695	安迪.格兰特
Config_arenaNPCData_2_1696	布兰顿.霍华德
Config_arenaNPCData_2_1697	科林.马歇尔
Config_arenaNPCData_2_1698	卢瑟.华莱士
Config_arenaNPCData_2_1699	理查德.谢尔曼
Config_arenaNPCData_2_1700	保罗.哈迪
Config_arenaNPCData_2_1701	雷纳德.罗兹
Config_arenaNPCData_2_1702	史蒂夫.詹姆斯
Config_arenaNPCData_2_1703	霍勒斯.希佩尔
Config_arenaNPCData_2_1704	德怀特.巴顿
Config_arenaNPCData_2_1705	威尔特.纳尔逊
Config_arenaNPCData_2_1706	内维尔.蒙巴顿
Config_arenaNPCData_2_1707	温斯顿.维克托
Config_arenaNPCData_2_1708	约瑟夫.席尔瓦
Config_arenaNPCData_2_1709	伯纳德.劳伦
Config_arenaNPCData_2_1710	西奥多.塞纳
Config_arenaNPCData_2_1711	贾斯汀.奥顿
Config_arenaNPCData_2_1712	迈克尔.兰伯特
Config_arenaNPCData_2_1713	麦克.保尔
Config_arenaNPCData_2_1714	本杰明.加索尔
Config_arenaNPCData_2_1715	埃尔文.纽哈特
Config_arenaNPCData_2_1716	埃里希.刘易斯
Config_arenaNPCData_2_1717	奥拓.欧文
Config_arenaNPCData_2_1718	席德.托尼
Config_arenaNPCData_2_1719	马克.托马斯
Config_arenaNPCData_2_1720	马利.汉克斯
Config_arenaNPCData_2_1721	辛普森.康纳利
Config_arenaNPCData_2_1722	费迪南.罗伊
Config_arenaNPCData_2_1723	雷蒙德.罗杰
Config_arenaNPCData_2_1724	尼尔.洛克
Config_arenaNPCData_2_1725	巴兹.罗宾
Config_arenaNPCData_2_1726	约翰.约翰逊
Config_arenaNPCData_2_1727	兰迪.杰西卡
Config_arenaNPCData_2_1728	弗兰茨.麦克
Config_arenaNPCData_2_1729	霍雷肖.鲍威尔
Config_arenaNPCData_2_1730	路易斯.劳伦特
Config_arenaNPCData_2_1731	昆丁.兰斯
Config_arenaNPCData_2_1732	威廉.杰瑞
Config_arenaNPCData_2_1733	圣.詹森
Config_arenaNPCData_2_1734	赫尔曼.杰克
Config_arenaNPCData_2_1735	乔治.杰瑞
Config_arenaNPCData_2_1736	亨利.凯斯
Config_arenaNPCData_2_1737	亚当.福特
Config_arenaNPCData_2_1738	亚伦.杰克逊
Config_arenaNPCData_2_1739	鲍伯.李
Config_arenaNPCData_2_1740	卡尔.罗斯福
Config_arenaNPCData_2_1741	凯里.马丁
Config_arenaNPCData_2_1742	卢卡.伯克
Config_arenaNPCData_2_1743	泰勒.安东尼
Config_arenaNPCData_2_1744	汤姆.艾佛森
Config_arenaNPCData_2_1745	肖恩.格兰特
Config_arenaNPCData_2_1746	安迪.霍华德
Config_arenaNPCData_2_1747	布兰顿.马歇尔
Config_arenaNPCData_2_1748	科林.华莱士
Config_arenaNPCData_2_1749	卢瑟.谢尔曼
Config_arenaNPCData_2_1750	理查德.哈迪
Config_arenaNPCData_2_1751	保罗.罗兹
Config_arenaNPCData_2_1752	雷纳德.詹姆斯
Config_arenaNPCData_2_1753	史蒂夫.希佩尔
Config_arenaNPCData_2_1754	霍勒斯.巴顿
Config_arenaNPCData_2_1755	德怀特.纳尔逊
Config_arenaNPCData_2_1756	威尔特.蒙巴顿
Config_arenaNPCData_2_1757	内维尔.维克托
Config_arenaNPCData_2_1758	温斯顿.席尔瓦
Config_arenaNPCData_2_1759	约瑟夫.劳伦
Config_arenaNPCData_2_1760	伯纳德.塞纳
Config_arenaNPCData_2_1761	西奥多.奥顿
Config_arenaNPCData_2_1762	贾斯汀.兰伯特
Config_arenaNPCData_2_1763	迈克尔.保尔
Config_arenaNPCData_2_1764	麦克.加索尔
Config_arenaNPCData_2_1765	本杰明.纽哈特
Config_arenaNPCData_2_1766	埃尔文.刘易斯
Config_arenaNPCData_2_1767	埃里希.欧文
Config_arenaNPCData_2_1768	奥拓.托尼
Config_arenaNPCData_2_1769	席德.托马斯
Config_arenaNPCData_2_1770	马克.汉克斯
Config_arenaNPCData_2_1771	马利.康纳利
Config_arenaNPCData_2_1772	辛普森.罗伊
Config_arenaNPCData_2_1773	费迪南.罗杰
Config_arenaNPCData_2_1774	雷蒙德.洛克
Config_arenaNPCData_2_1775	尼尔.罗宾
Config_arenaNPCData_2_1776	巴兹.约翰逊
Config_arenaNPCData_2_1777	约翰.杰西卡
Config_arenaNPCData_2_1778	兰迪.麦克
Config_arenaNPCData_2_1779	弗兰茨.鲍威尔
Config_arenaNPCData_2_1780	霍雷肖.劳伦特
Config_arenaNPCData_2_1781	路易斯.劳伦斯
Config_arenaNPCData_2_1782	昆丁.杰瑞
Config_arenaNPCData_2_1783	威廉.詹森
Config_arenaNPCData_2_1784	圣.杰克
Config_arenaNPCData_2_1785	赫尔曼.杰瑞
Config_arenaNPCData_2_1786	乔治.凯斯
Config_arenaNPCData_2_1787	亨利.福特
Config_arenaNPCData_2_1788	亚当.杰克逊
Config_arenaNPCData_2_1789	亚伦.李
Config_arenaNPCData_2_1790	鲍伯.罗斯福
Config_arenaNPCData_2_1791	卡尔.马丁
Config_arenaNPCData_2_1792	凯里.伯克
Config_arenaNPCData_2_1793	卢卡.安东尼
Config_arenaNPCData_2_1794	泰勒.艾佛森
Config_arenaNPCData_2_1795	汤姆.格兰特
Config_arenaNPCData_2_1796	肖恩.霍华德
Config_arenaNPCData_2_1797	安迪.马歇尔
Config_arenaNPCData_2_1798	布兰顿.华莱士
Config_arenaNPCData_2_1799	科林.谢尔曼
Config_arenaNPCData_2_1800	卢瑟.哈迪
Config_arenaNPCData_2_1801	理查德.罗兹
Config_arenaNPCData_2_1802	保罗.詹姆斯
Config_arenaNPCData_2_1803	雷纳德.希佩尔
Config_arenaNPCData_2_1804	史蒂夫.巴顿
Config_arenaNPCData_2_1805	霍勒斯.纳尔逊
Config_arenaNPCData_2_1806	德怀特.蒙巴顿
Config_arenaNPCData_2_1807	威尔特.维克托
Config_arenaNPCData_2_1808	内维尔.席尔瓦
Config_arenaNPCData_2_1809	温斯顿.劳伦
Config_arenaNPCData_2_1810	约瑟夫.塞纳
Config_arenaNPCData_2_1811	伯纳德.奥顿
Config_arenaNPCData_2_1812	西奥多.兰伯特
Config_arenaNPCData_2_1813	贾斯汀.保尔
Config_arenaNPCData_2_1814	迈克尔.加索尔
Config_arenaNPCData_2_1815	麦克.纽哈特
Config_arenaNPCData_2_1816	本杰明.刘易斯
Config_arenaNPCData_2_1817	埃尔文.欧文
Config_arenaNPCData_2_1818	埃里希.托尼
Config_arenaNPCData_2_1819	奥拓.托马斯
Config_arenaNPCData_2_1820	席德.汉克斯
Config_arenaNPCData_2_1821	马克.康纳利
Config_arenaNPCData_2_1822	马利.罗伊
Config_arenaNPCData_2_1823	辛普森.罗杰
Config_arenaNPCData_2_1824	费迪南.洛克
Config_arenaNPCData_2_1825	雷蒙德.罗宾
Config_arenaNPCData_2_1826	尼尔.约翰逊
Config_arenaNPCData_2_1827	巴兹.杰西卡
Config_arenaNPCData_2_1828	约翰.麦克
Config_arenaNPCData_2_1829	兰迪.鲍威尔
Config_arenaNPCData_2_1830	弗兰茨.劳伦特
Config_arenaNPCData_2_1831	霍雷肖.劳伦斯
Config_arenaNPCData_2_1832	路易斯.兰斯
Config_arenaNPCData_2_1833	昆丁.詹森
Config_arenaNPCData_2_1834	威廉.杰克
Config_arenaNPCData_2_1835	圣.杰瑞
Config_arenaNPCData_2_1836	赫尔曼.凯斯
Config_arenaNPCData_2_1837	乔治.福特
Config_arenaNPCData_2_1838	亨利.杰克逊
Config_arenaNPCData_2_1839	亚当.李
Config_arenaNPCData_2_1840	亚伦.罗斯福
Config_arenaNPCData_2_1841	鲍伯.马丁
Config_arenaNPCData_2_1842	卡尔.伯克
Config_arenaNPCData_2_1843	凯里.安东尼
Config_arenaNPCData_2_1844	卢卡.艾佛森
Config_arenaNPCData_2_1845	泰勒.格兰特
Config_arenaNPCData_2_1846	汤姆.霍华德
Config_arenaNPCData_2_1847	肖恩.马歇尔
Config_arenaNPCData_2_1848	安迪.华莱士
Config_arenaNPCData_2_1849	布兰顿.谢尔曼
Config_arenaNPCData_2_1850	科林.哈迪
Config_arenaNPCData_2_1851	卢瑟.罗兹
Config_arenaNPCData_2_1852	理查德.詹姆斯
Config_arenaNPCData_2_1853	保罗.希佩尔
Config_arenaNPCData_2_1854	雷纳德.巴顿
Config_arenaNPCData_2_1855	史蒂夫.纳尔逊
Config_arenaNPCData_2_1856	霍勒斯.蒙巴顿
Config_arenaNPCData_2_1857	德怀特.维克托
Config_arenaNPCData_2_1858	威尔特.席尔瓦
Config_arenaNPCData_2_1859	内维尔.劳伦
Config_arenaNPCData_2_1860	温斯顿.塞纳
Config_arenaNPCData_2_1861	约瑟夫.奥顿
Config_arenaNPCData_2_1862	伯纳德.兰伯特
Config_arenaNPCData_2_1863	西奥多.保尔
Config_arenaNPCData_2_1864	贾斯汀.加索尔
Config_arenaNPCData_2_1865	迈克尔.纽哈特
Config_arenaNPCData_2_1866	麦克.刘易斯
Config_arenaNPCData_2_1867	本杰明.欧文
Config_arenaNPCData_2_1868	埃尔文.托尼
Config_arenaNPCData_2_1869	埃里希.托马斯
Config_arenaNPCData_2_1870	奥拓.汉克斯
Config_arenaNPCData_2_1871	席德.康纳利
Config_arenaNPCData_2_1872	马克.罗伊
Config_arenaNPCData_2_1873	马利.罗杰
Config_arenaNPCData_2_1874	辛普森.洛克
Config_arenaNPCData_2_1875	费迪南.罗宾
Config_arenaNPCData_2_1876	雷蒙德.约翰逊
Config_arenaNPCData_2_1877	尼尔.杰西卡
Config_arenaNPCData_2_1878	巴兹.麦克
Config_arenaNPCData_2_1879	约翰.鲍威尔
Config_arenaNPCData_2_1880	兰迪.劳伦特
Config_arenaNPCData_2_1881	弗兰茨.劳伦斯
Config_arenaNPCData_2_1882	霍雷肖.兰斯
Config_arenaNPCData_2_1883	路易斯.杰瑞
Config_arenaNPCData_2_1884	昆丁.杰克
Config_arenaNPCData_2_1885	威廉.杰瑞
Config_arenaNPCData_2_1886	圣.凯斯
Config_arenaNPCData_2_1887	赫尔曼.福特
Config_arenaNPCData_2_1888	乔治.杰克逊
Config_arenaNPCData_2_1889	亨利.李
Config_arenaNPCData_2_1890	亚当.罗斯福
Config_arenaNPCData_2_1891	亚伦.马丁
Config_arenaNPCData_2_1892	鲍伯.伯克
Config_arenaNPCData_2_1893	卡尔.安东尼
Config_arenaNPCData_2_1894	凯里.艾佛森
Config_arenaNPCData_2_1895	卢卡.格兰特
Config_arenaNPCData_2_1896	泰勒.霍华德
Config_arenaNPCData_2_1897	汤姆.马歇尔
Config_arenaNPCData_2_1898	肖恩.华莱士
Config_arenaNPCData_2_1899	安迪.谢尔曼
Config_arenaNPCData_2_1900	布兰顿.哈迪
Config_arenaNPCData_2_1901	科林.罗兹
Config_arenaNPCData_2_1902	卢瑟.詹姆斯
Config_arenaNPCData_2_1903	理查德.希佩尔
Config_arenaNPCData_2_1904	保罗.巴顿
Config_arenaNPCData_2_1905	雷纳德.纳尔逊
Config_arenaNPCData_2_1906	史蒂夫.蒙巴顿
Config_arenaNPCData_2_1907	霍勒斯.维克托
Config_arenaNPCData_2_1908	德怀特.席尔瓦
Config_arenaNPCData_2_1909	威尔特.劳伦
Config_arenaNPCData_2_1910	内维尔.塞纳
Config_arenaNPCData_2_1911	温斯顿.奥顿
Config_arenaNPCData_2_1912	约瑟夫.兰伯特
Config_arenaNPCData_2_1913	伯纳德.保尔
Config_arenaNPCData_2_1914	西奥多.加索尔
Config_arenaNPCData_2_1915	贾斯汀.纽哈特
Config_arenaNPCData_2_1916	迈克尔.刘易斯
Config_arenaNPCData_2_1917	麦克.欧文
Config_arenaNPCData_2_1918	本杰明.托尼
Config_arenaNPCData_2_1919	埃尔文.托马斯
Config_arenaNPCData_2_1920	埃里希.汉克斯
Config_arenaNPCData_2_1921	奥拓.康纳利
Config_arenaNPCData_2_1922	席德.罗伊
Config_arenaNPCData_2_1923	马克.罗杰
Config_arenaNPCData_2_1924	马利.洛克
Config_arenaNPCData_2_1925	辛普森.罗宾
Config_arenaNPCData_2_1926	费迪南.约翰逊
Config_arenaNPCData_2_1927	雷蒙德.杰西卡
Config_arenaNPCData_2_1928	尼尔.麦克
Config_arenaNPCData_2_1929	巴兹.鲍威尔
Config_arenaNPCData_2_1930	约翰.劳伦特
Config_arenaNPCData_2_1931	兰迪.劳伦斯
Config_arenaNPCData_2_1932	弗兰茨.兰斯
Config_arenaNPCData_2_1933	霍雷肖.杰瑞
Config_arenaNPCData_2_1934	路易斯.詹森
Config_arenaNPCData_2_1935	昆丁.杰瑞
Config_arenaNPCData_2_1936	威廉.凯斯
Config_arenaNPCData_2_1937	圣.福特
Config_arenaNPCData_2_1938	赫尔曼.杰克逊
Config_arenaNPCData_2_1939	乔治.李
Config_arenaNPCData_2_1940	亨利.罗斯福
Config_arenaNPCData_2_1941	亚当.马丁
Config_arenaNPCData_2_1942	亚伦.伯克
Config_arenaNPCData_2_1943	鲍伯.安东尼
Config_arenaNPCData_2_1944	卡尔.艾佛森
Config_arenaNPCData_2_1945	凯里.格兰特
Config_arenaNPCData_2_1946	卢卡.霍华德
Config_arenaNPCData_2_1947	泰勒.马歇尔
Config_arenaNPCData_2_1948	汤姆.华莱士
Config_arenaNPCData_2_1949	肖恩.谢尔曼
Config_arenaNPCData_2_1950	安迪.哈迪
Config_arenaNPCData_2_1951	布兰顿.罗兹
Config_arenaNPCData_2_1952	科林.詹姆斯
Config_arenaNPCData_2_1953	卢瑟.希佩尔
Config_arenaNPCData_2_1954	理查德.巴顿
Config_arenaNPCData_2_1955	保罗.纳尔逊
Config_arenaNPCData_2_1956	雷纳德.蒙巴顿
Config_arenaNPCData_2_1957	史蒂夫.维克托
Config_arenaNPCData_2_1958	霍勒斯.席尔瓦
Config_arenaNPCData_2_1959	德怀特.劳伦
Config_arenaNPCData_2_1960	威尔特.塞纳
Config_arenaNPCData_2_1961	内维尔.奥顿
Config_arenaNPCData_2_1962	温斯顿.兰伯特
Config_arenaNPCData_2_1963	约瑟夫.保尔
Config_arenaNPCData_2_1964	伯纳德.加索尔
Config_arenaNPCData_2_1965	西奥多.纽哈特
Config_arenaNPCData_2_1966	贾斯汀.刘易斯
Config_arenaNPCData_2_1967	迈克尔.欧文
